product_id,current_price,competitor_price,demand_last_week,stock_level,marketing_spend,season,day_of_week,customer_rating,units_sold,optimal_price
1767,134.25,130.22,442,677,185.42,summer,monday,4.91,338,133.97
1792,104.2,107.7,404,83,2807.5,summer,wednesday,3.96,460,105.99
1303,65.95,71.21,415,169,1521.85,summer,saturday,3.04,393,67.22
1832,193.94,201.18,274,559,2400.41,summer,monday,4.26,220,195.87
1436,161.18,161.92,58,842,2472.84,monsoon,wednesday,2.55,73,162.38
1322,79.33,94.79,310,127,3306.28,summer,friday,2.57,402,82.49
1501,37.51,25.74,124,957,2150.21,monsoon,thursday,4.05,159,37.36
1857,157.01,168.69,179,373,4715.46,winter,saturday,4.58,159,160.58
1913,198.04,200.61,264,563,4190.27,winter,sunday,2.68,220,200.32
1392,59.4,89.3,53,678,3931.6,monsoon,tuesday,2.52,62,64.26
1805,183.59,183.36,329,604,4229.61,summer,sunday,3.94,243,185.67
1598,29.45,18.2,71,765,896.63,winter,tuesday,3.14,52,28.7
1148,190.68,189.23,463,842,4865.46,festival,wednesday,4.27,464,192.95
1760,150.34,140.43,214,105,2770.64,summer,sunday,2.63,255,150.71
1832,72.59,85.77,137,98,1238.94,winter,saturday,3.68,147,74.55
1404,64.4,61.19,362,678,2706.71,festival,wednesday,4.39,454,65.43
1282,130.47,129.47,300,13,783.79,summer,friday,4.63,335,130.84
1361,120.73,121.0,188,567,4101.62,monsoon,friday,2.99,176,122.75
1378,184.19,175.99,251,232,1992.34,summer,thursday,4.1,320,184.4
1197,154.42,147.51,270,951,4415.87,summer,saturday,2.69,254,155.83
1555,110.37,96.75,321,358,412.06,monsoon,friday,4.27,282,109.24
1355,185.88,165.47,492,870,1881.68,monsoon,friday,3.12,628,184.7
1539,120.58,119.34,175,178,1247.09,winter,thursday,4.03,146,121.11
1428,170.69,165.62,429,917,3432.15,monsoon,friday,4.52,315,171.88
1016,168.98,159.14,401,809,4071.54,summer,tuesday,4.3,337,170.02
1638,184.24,189.2,93,62,250.41,winter,wednesday,4.96,107,184.95
1378,18.18,27.08,27,180,1292.97,monsoon,saturday,4.82,21,19.79
1679,118.84,122.72,467,612,3047.88,festival,thursday,4.11,558,120.75
1505,96.34,97.75,59,389,595.24,summer,monday,3.58,66,96.77
1755,100.66,118.79,245,337,910.84,festival,friday,3.94,307,102.94
1898,94.68,90.72,229,40,4513.81,summer,wednesday,2.94,217,96.53
1075,168.31,178.77,69,680,1934.92,summer,saturday,5.0,75,170.36
1230,67.09,94.45,331,890,3534.88,festival,wednesday,3.65,281,71.54
1715,95.24,106.06,418,211,3637.31,winter,thursday,3.5,383,98.14
1961,44.13,35.04,74,23,4041.15,monsoon,sunday,3.51,86,45.26
1247,54.08,45.38,187,398,2323.29,festival,wednesday,4.29,169,54.4
1301,133.78,123.68,100,140,1316.67,summer,tuesday,3.53,97,133.44
1725,27.8,33.5,80,334,1890.91,monsoon,thursday,4.74,65,29.37
1214,41.63,33.12,235,834,3827.75,winter,sunday,3.25,271,42.62
1157,107.97,109.59,366,99,821.12,winter,wednesday,3.17,296,108.54
1068,13.54,-4.87,196,736,3366.95,summer,thursday,3.81,217,13.35
1392,29.75,48.55,435,414,2135.06,monsoon,tuesday,3.13,308,32.66
1084,173.35,171.03,339,272,1162.23,festival,saturday,4.9,255,173.77
1266,170.0,176.08,109,169,3793.37,monsoon,friday,2.82,79,172.48
1068,72.82,68.04,382,786,1872.88,winter,saturday,2.87,279,73.19
1610,72.86,64.59,300,424,4618.29,summer,saturday,2.57,388,74.28
1346,187.62,200.12,111,183,2659.41,monsoon,saturday,4.63,78,190.26
1961,10.04,10.17,211,788,344.67,monsoon,sunday,3.96,248,10.19
1727,118.16,107.67,198,504,3726.2,winter,friday,3.39,161,118.94
1926,121.49,126.26,281,249,4789.53,winter,sunday,3.2,352,124.35
1672,158.64,166.88,93,587,3615.54,festival,tuesday,3.97,85,161.26
1422,190.59,189.59,66,263,99.27,festival,friday,4.82,72,190.6
1605,74.39,60.96,235,54,3489.31,monsoon,saturday,2.58,210,74.77
1173,90.38,104.98,318,647,4939.9,summer,wednesday,4.55,305,94.32
1676,135.9,145.38,194,14,4826.32,winter,thursday,3.35,172,139.28
1114,193.62,185.85,403,928,3323.27,festival,sunday,3.55,290,194.44
1219,178.7,175.19,466,357,2090.5,summer,wednesday,4.32,400,179.42
1955,135.08,135.17,312,973,1538.81,winter,monday,4.46,382,135.83
1030,172.06,185.16,353,610,4232.14,winter,wednesday,4.34,313,175.49
1522,21.61,26.27,398,359,3743.97,monsoon,friday,4.89,514,24.01
1342,78.54,91.11,111,220,2231.48,monsoon,tuesday,4.98,96,80.99
1376,7.55,4.31,206,386,1985.08,monsoon,saturday,2.67,223,8.16
1129,39.61,50.55,118,367,848.76,festival,friday,3.27,134,41.11
1999,127.95,138.39,86,644,821.08,winter,tuesday,3.73,94,129.38
1616,177.68,183.64,379,910,2316.22,festival,monday,4.14,275,179.4
1538,128.39,111.92,439,227,4152.03,monsoon,monday,4.97,523,128.89
1738,134.51,141.25,143,30,959.53,summer,saturday,4.2,147,135.72
1001,25.25,27.47,101,582,1816.8,monsoon,friday,3.51,85,26.35
1870,134.65,163.52,110,652,3661.73,summer,thursday,4.51,92,139.38
1100,93.6,99.49,255,870,2524.39,monsoon,monday,4.33,248,95.43
1532,132.03,125.1,326,504,231.73,monsoon,friday,3.02,405,131.4
1057,68.6,76.09,398,770,646.98,winter,thursday,4.74,506,69.68
1388,118.39,113.14,395,876,2454.87,summer,saturday,4.02,445,119.06
1691,87.69,87.81,186,938,4231.35,festival,sunday,2.79,208,89.71
1940,113.93,98.97,421,206,1508.55,monsoon,sunday,4.31,419,113.23
1340,33.68,41.77,70,654,2130.13,monsoon,thursday,4.45,77,35.56
1860,82.19,68.52,92,181,4486.58,monsoon,tuesday,2.59,95,83.03
1019,77.98,81.26,437,712,777.85,summer,tuesday,4.02,506,78.68
1254,148.6,145.04,397,127,2830.01,winter,friday,3.24,444,149.66
1316,142.75,141.17,66,581,1400.56,winter,monday,4.94,81,143.33
1037,182.23,187.1,421,689,4028.25,festival,thursday,4.35,528,184.73
1659,128.25,115.83,99,136,4282.12,festival,sunday,3.02,94,129.14
1536,66.34,77.56,351,715,4680.57,summer,tuesday,2.99,413,69.73
1385,157.73,154.09,317,625,646.86,winter,tuesday,2.68,229,157.61
1632,101.91,114.99,287,156,4445.88,festival,tuesday,4.09,361,105.48
1927,42.73,31.93,443,174,172.39,monsoon,thursday,4.81,341,41.81
1025,150.75,152.37,91,955,1977.57,summer,monday,3.29,87,151.82
1453,30.84,30.26,111,273,355.32,winter,sunday,4.54,79,31.01
1680,39.74,51.63,19,894,252.28,winter,thursday,4.98,15,41.06
1322,152.96,166.91,318,731,1770.6,summer,saturday,4.0,367,155.22
1736,155.18,166.75,301,597,1928.07,festival,thursday,3.02,352,157.24
1512,159.2,167.86,327,146,1112.91,monsoon,saturday,2.8,402,160.6
1818,62.2,55.57,135,118,2212.8,monsoon,wednesday,2.98,128,62.63
1772,173.98,174.58,18,834,2270.48,monsoon,thursday,2.61,22,175.07
1012,145.92,158.64,31,911,3096.02,monsoon,tuesday,2.74,37,148.64
1914,167.62,162.22,223,770,63.36,winter,saturday,3.08,162,167.04
1907,143.18,142.17,419,841,3716.76,summer,saturday,3.29,410,144.87
1559,118.02,94.09,331,428,492.86,summer,sunday,2.89,395,115.83
1920,26.33,15.43,449,537,1565.87,summer,friday,4.66,528,26.05
1824,143.63,140.86,376,931,2503.66,summer,saturday,4.04,317,144.56
1370,139.64,140.79,252,791,2564.08,monsoon,monday,3.45,179,140.98
1290,65.94,70.78,399,580,1200.95,festival,sunday,4.04,490,67.02
1331,148.48,127.07,23,978,2534.55,winter,friday,4.03,18,147.56
1605,112.34,134.56,162,839,649.5,festival,monday,3.68,188,114.84
1260,114.08,111.6,441,800,1775.43,winter,wednesday,4.24,487,114.7
1993,76.68,73.87,227,958,1170.46,summer,monday,4.72,169,76.97
1789,27.77,17.36,390,696,2219.81,summer,tuesday,2.76,356,27.76
1870,47.3,33.05,132,906,2105.83,festival,monday,3.92,149,46.88
1204,154.92,164.52,348,517,3525.46,festival,thursday,4.88,344,157.69
1696,57.93,62.59,49,643,3538.45,festival,friday,3.59,38,60.13
1686,5.44,6.59,299,741,3359.5,monsoon,tuesday,3.16,294,7.17
1949,199.42,200.99,15,385,310.91,summer,monday,4.21,12,199.75
1386,46.08,49.08,11,323,3803.62,summer,tuesday,2.78,9,48.24
1891,132.8,137.95,385,935,1558.38,winter,tuesday,4.28,380,134.06
1820,185.75,179.91,349,69,1238.37,festival,monday,3.36,282,185.8
1467,121.94,128.05,398,210,2130.25,monsoon,saturday,4.22,396,123.66
1414,160.81,160.09,250,799,3.98,summer,saturday,3.25,213,160.67
1068,195.39,182.25,100,961,2668.38,festival,tuesday,3.25,78,195.33
1471,172.77,177.96,24,970,495.89,monsoon,thursday,3.6,19,173.47
1103,113.79,102.58,365,816,1145.72,monsoon,friday,4.46,265,113.23
1757,75.92,64.3,274,780,3651.31,winter,friday,4.45,281,76.58
1160,99.08,108.23,355,224,2216.43,winter,tuesday,2.78,366,101.07
1199,169.16,161.63,144,425,3320.16,monsoon,wednesday,4.05,184,170.08
1215,171.4,160.68,162,3,1051.61,festival,friday,4.88,175,170.95
1945,169.94,164.19,46,715,389.79,festival,tuesday,3.9,44,169.53
1211,121.46,112.79,165,88,1799.84,festival,thursday,4.91,134,121.58
1507,98.01,121.66,182,340,3199.16,winter,monday,2.97,162,101.94
1015,65.71,65.71,138,589,341.75,summer,monday,2.74,104,65.81
1497,5.66,12.08,461,191,1489.87,winter,thursday,2.73,539,7.01
1883,154.07,165.85,303,453,3924.89,festival,saturday,3.05,305,157.17
1331,59.01,61.0,494,446,4224.95,winter,saturday,3.91,435,61.32
1716,69.29,81.86,55,658,1063.95,winter,saturday,4.29,55,71.08
1876,169.48,177.5,101,923,3283.71,summer,friday,3.33,108,171.85
1550,15.19,20.95,20,807,4970.12,festival,saturday,3.55,16,18.2
1600,185.89,187.55,289,922,542.37,monsoon,tuesday,2.8,348,186.22
1941,5.27,16.13,250,76,2330.15,winter,monday,4.81,235,7.6
1255,188.14,166.93,234,723,618.84,festival,wednesday,3.05,217,186.26
1991,93.68,92.91,499,174,1708.4,festival,tuesday,4.54,474,94.52
1765,24.91,22.48,19,174,2684.73,monsoon,wednesday,3.18,24,26.0
1727,136.46,136.53,342,791,2974.96,winter,tuesday,4.17,255,137.93
1879,179.69,191.01,11,736,877.52,summer,monday,2.67,11,181.17
1814,90.42,89.25,253,109,4495.82,winter,wednesday,4.92,240,92.64
1171,139.81,131.39,171,366,2852.6,summer,saturday,3.92,193,140.4
1648,195.98,173.02,466,228,4731.56,winter,wednesday,3.64,501,196.06
1999,51.94,50.67,266,84,232.31,monsoon,saturday,2.75,294,51.91
1497,164.99,174.68,379,27,4834.62,summer,monday,4.11,380,168.43
1470,62.57,61.44,172,939,4924.39,winter,wednesday,3.21,122,64.84
1383,88.14,90.3,205,899,2710.33,winter,wednesday,2.8,260,89.61
1689,59.94,59.11,65,462,3224.29,summer,thursday,2.55,72,61.4
1588,91.97,98.55,386,86,4085.59,winter,thursday,2.58,378,94.64
1699,5.99,9.1,292,146,2655.82,winter,saturday,3.65,255,7.65
1506,64.17,63.76,102,464,9.16,winter,wednesday,3.34,110,64.1
1991,91.83,77.13,267,471,564.87,festival,friday,3.1,263,90.6
1526,128.29,120.03,268,66,3834.7,summer,sunday,4.59,267,129.45
1803,129.29,130.59,319,615,3440.74,summer,sunday,2.55,278,131.06
1830,118.84,130.25,27,891,362.31,winter,friday,3.84,29,120.12
1324,62.14,61.94,476,541,1747.37,festival,monday,3.76,354,62.98
1213,189.74,191.25,275,589,2531.93,festival,tuesday,4.21,311,191.16
1207,81.43,76.68,96,632,3255.56,summer,wednesday,4.13,94,82.58
1168,47.29,47.45,372,109,1810.03,festival,sunday,3.38,358,48.22
1329,113.13,116.04,185,446,4017.03,summer,tuesday,4.02,168,115.44
1279,151.04,158.34,413,300,1883.2,monsoon,wednesday,4.86,395,152.77
1977,7.39,-9.51,166,41,1931.39,monsoon,tuesday,3.2,126,6.67
1304,58.89,49.34,270,347,1655.29,festival,monday,4.63,269,58.81
1145,165.87,166.87,136,905,1345.96,winter,friday,4.97,133,166.65
1774,103.87,110.39,382,383,1532.84,summer,saturday,4.49,297,105.32
1515,84.66,73.66,377,454,496.16,summer,thursday,2.66,385,83.75
1089,186.53,169.21,38,318,2585.78,summer,monday,4.68,44,186.14
1452,22.46,32.76,247,876,2103.94,summer,sunday,3.77,307,24.49
1059,125.04,125.1,253,463,1717.09,summer,saturday,4.66,304,125.94
1310,71.73,71.93,479,398,132.9,monsoon,tuesday,3.44,608,71.8
1527,18.81,17.14,213,105,4810.9,summer,monday,4.8,243,21.13
1226,46.68,31.1,380,534,1758.1,summer,sunday,3.26,318,45.96
1473,127.45,137.27,278,287,2874.14,winter,monday,3.32,229,129.86
1977,10.51,22.59,354,149,1588.36,winter,tuesday,3.63,382,12.53
1540,120.49,127.84,137,402,4217.35,monsoon,thursday,4.53,128,123.37
1662,191.59,178.98,288,218,252.17,festival,monday,4.11,246,190.49
1756,160.04,154.95,231,315,2025.93,summer,tuesday,4.36,255,160.58
1781,72.39,52.39,110,298,248.98,summer,wednesday,3.16,124,70.49
1078,31.95,40.5,351,577,1061.65,summer,monday,3.12,440,33.28
1432,95.69,113.55,310,722,4153.71,festival,tuesday,4.16,326,99.54
1800,81.63,73.39,111,371,2475.63,festival,wednesday,2.72,122,81.99
1152,194.49,209.33,207,358,786.79,festival,monday,4.95,251,196.43
1788,198.02,200.54,378,915,294.01,summer,sunday,2.76,470,198.32
1400,85.06,78.63,10,85,244.27,monsoon,wednesday,2.73,12,84.52
1278,34.01,20.21,15,3,1282.68,summer,thursday,4.74,11,33.36
1056,182.57,170.97,226,985,3843.3,summer,monday,3.96,200,183.28
1976,159.74,157.41,211,967,2666.57,monsoon,sunday,3.49,183,160.77
1185,104.7,101.74,118,311,2978.77,winter,saturday,3.31,107,105.88
1397,76.24,63.09,180,763,741.89,festival,sunday,3.57,221,75.25
1604,92.39,104.29,82,785,3370.54,monsoon,monday,2.62,82,95.17
1787,180.87,193.28,91,481,260.49,winter,monday,2.85,81,182.19
1157,41.01,27.51,314,915,3669.49,winter,tuesday,3.99,284,41.45
1786,162.32,168.13,384,71,2247.0,monsoon,sunday,4.9,488,164.11
1692,8.55,14.62,238,539,985.71,festival,friday,3.07,235,9.6
1358,184.51,198.4,169,628,4518.53,festival,tuesday,4.44,217,188.17
1439,102.56,85.41,126,249,3013.57,festival,tuesday,3.04,143,102.33
1588,49.22,42.64,441,563,2275.54,festival,friday,3.79,435,49.68
1465,5.56,-7.47,195,845,1871.34,monsoon,saturday,2.56,144,5.09
1662,114.11,113.66,299,9,3655.32,monsoon,sunday,3.22,298,115.9
1445,52.68,49.81,118,349,4334.84,monsoon,wednesday,3.27,112,54.54
1749,128.1,119.85,466,515,1530.99,monsoon,tuesday,3.36,528,128.01
1800,59.83,94.67,429,758,1974.21,summer,monday,4.04,447,64.28
1742,22.16,10.98,444,956,1762.23,winter,thursday,4.01,313,21.88
1487,103.49,97.41,461,578,3989.06,summer,friday,2.95,588,104.82
1529,115.07,125.83,316,705,4284.65,summer,wednesday,3.2,308,118.23
1072,93.26,91.93,232,206,3152.2,festival,thursday,4.52,276,94.76
1928,94.32,93.75,224,380,1298.53,summer,monday,4.41,281,94.94
1927,119.98,124.09,271,288,4074.44,festival,tuesday,4.73,332,122.49
1700,107.64,119.98,338,196,2399.68,summer,tuesday,2.62,371,110.04
1949,30.85,35.45,478,912,1566.56,monsoon,thursday,4.08,613,32.06
1016,43.43,31.56,104,297,1802.49,summer,sunday,2.75,132,43.1
1530,32.65,26.93,310,516,3704.64,summer,saturday,4.63,253,33.96
1730,140.19,147.7,497,725,1098.89,festival,wednesday,4.01,404,141.47
1325,108.08,103.05,176,263,153.01,winter,saturday,3.2,129,107.64
1994,88.82,94.97,226,616,2580.07,winter,tuesday,3.76,271,90.7
1631,160.68,165.89,412,240,1852.68,winter,wednesday,4.33,302,162.17
1612,68.53,57.9,219,176,3630.98,winter,monday,4.45,195,69.34
1545,115.78,118.92,286,751,3586.75,festival,sunday,4.91,344,117.91
1595,19.51,15.92,372,215,2729.35,monsoon,thursday,4.88,455,20.59
1920,150.16,135.5,480,532,4136.4,festival,thursday,4.68,390,150.79
1707,140.56,131.31,121,71,174.09,festival,thursday,2.54,135,139.69
1841,161.46,161.41,342,795,3468.68,summer,wednesday,3.18,312,163.12
1201,177.47,172.05,125,160,1318.14,monsoon,tuesday,4.93,139,177.67
1343,152.82,156.73,78,124,331.95,winter,thursday,4.38,59,153.43
1852,169.68,163.39,129,509,3440.3,festival,friday,4.36,101,170.79
1522,72.4,92.68,475,718,3286.76,summer,tuesday,3.09,348,76.0
1858,71.95,65.98,354,50,2101.9,winter,friday,4.96,259,72.5
1399,189.14,198.22,448,830,4538.5,monsoon,friday,3.03,459,192.24
1217,183.34,178.32,247,962,2283.61,winter,thursday,2.98,278,183.88
1444,111.96,118.78,277,715,3245.35,summer,wednesday,3.92,298,114.24
1764,76.48,71.43,206,159,1658.21,summer,monday,2.91,218,76.78
1221,173.87,200.89,149,759,4942.68,festival,wednesday,3.2,131,178.98
1382,68.07,58.69,138,99,676.23,winter,friday,2.77,104,67.45
1880,34.96,32.45,186,142,2391.98,monsoon,monday,3.48,208,35.91
1591,129.7,136.9,38,723,3497.46,festival,friday,3.29,31,132.11
1006,13.31,2.8,355,738,3789.26,monsoon,saturday,4.07,321,14.13
1271,78.92,88.66,490,209,1865.81,summer,monday,3.09,619,80.81
1738,162.49,188.13,58,640,4218.4,monsoon,thursday,2.81,49,167.09
1015,62.57,52.5,410,99,3579.66,festival,monday,4.84,448,63.43
1423,186.61,188.31,108,223,3855.84,summer,monday,4.33,95,188.75
1523,191.39,192.97,428,901,2446.12,festival,wednesday,3.43,427,192.7
1802,164.08,151.67,328,826,2735.7,winter,tuesday,3.3,318,164.14
1752,197.59,188.27,141,528,164.67,monsoon,monday,4.57,161,196.77
1020,108.5,84.91,158,445,2533.83,festival,wednesday,3.56,190,107.39
1689,115.99,114.45,44,665,82.74,festival,monday,3.05,55,115.81
1938,168.05,169.9,192,468,4472.01,summer,sunday,4.3,171,170.49
1227,101.1,103.76,210,698,3915.44,summer,monday,2.9,190,103.25
1784,84.31,91.86,495,383,2919.83,summer,saturday,3.15,640,86.49
1287,124.88,136.17,62,658,1202.58,monsoon,thursday,2.72,53,126.53
1808,133.24,132.35,337,752,1858.63,winter,tuesday,4.57,250,134.08
1133,151.42,148.55,141,466,1410.06,monsoon,friday,4.35,181,151.86
1983,135.3,141.4,442,996,3011.97,festival,saturday,4.4,447,137.39
1282,150.42,170.87,209,602,650.26,festival,friday,2.63,244,152.71
1403,136.54,120.63,288,929,3222.99,summer,thursday,4.11,345,136.52
1664,98.69,85.37,242,697,2959.77,summer,saturday,2.61,243,98.75
1065,31.31,20.01,307,668,4503.37,winter,friday,3.54,366,32.39
1648,158.16,146.07,479,897,2255.88,festival,friday,4.58,362,158.07
1603,11.0,-7.94,254,549,749.13,summer,friday,4.68,321,9.51
1436,198.54,196.75,203,594,1725.1,winter,wednesday,4.45,186,199.24
1828,166.55,149.95,429,825,2332.64,monsoon,saturday,3.31,326,165.99
1933,135.83,141.56,471,749,2272.27,winter,thursday,3.41,445,137.48
1258,193.49,206.32,237,749,1930.37,monsoon,tuesday,3.77,193,195.7
1979,124.43,113.8,159,169,4791.29,festival,friday,3.67,137,125.78
1965,16.0,12.28,170,769,2701.19,festival,thursday,3.11,146,16.91
1102,114.08,114.54,368,655,1442.73,monsoon,sunday,3.1,373,114.79
1992,59.05,72.2,189,779,4255.39,summer,tuesday,3.89,150,62.46
1566,77.05,75.04,160,220,4761.41,summer,wednesday,3.94,169,79.25
1768,94.62,87.29,416,801,3041.96,monsoon,saturday,3.59,395,95.36
1100,156.05,163.47,406,470,4914.93,winter,saturday,3.92,470,159.25
1197,103.07,94.17,138,60,4696.04,winter,monday,4.53,122,104.6
1812,97.56,90.74,369,574,1574.12,winter,sunday,4.63,265,97.69
1225,63.88,68.47,134,710,4242.63,winter,saturday,3.67,147,66.42
1942,110.28,113.84,476,815,2484.78,festival,saturday,2.57,557,111.78
1462,53.44,43.74,427,909,4433.55,monsoon,saturday,3.38,431,54.61
1236,55.89,59.9,47,763,3976.24,festival,saturday,3.19,54,58.21
1025,152.67,142.4,417,55,2292.8,summer,wednesday,4.7,295,152.87
1120,71.8,62.39,494,732,438.36,summer,friday,4.77,476,71.09
1909,15.02,6.66,74,157,3201.23,monsoon,saturday,2.73,81,15.76
1505,72.02,70.3,78,322,17.16,winter,friday,3.55,91,71.85
1181,129.52,131.91,144,871,3288.16,winter,saturday,4.66,154,131.4
1710,163.73,159.61,71,10,1717.26,festival,saturday,2.58,77,164.15
1813,192.58,200.22,37,73,2085.22,monsoon,friday,2.56,40,194.36
1766,150.51,152.31,10,718,4160.93,festival,friday,3.12,11,152.7
1633,88.63,90.24,406,738,4903.71,monsoon,friday,3.95,289,91.22
1542,63.33,67.81,316,549,762.27,monsoon,friday,3.27,263,64.12
1983,30.28,41.44,208,747,1650.77,festival,monday,4.2,173,32.21
1314,127.4,132.26,187,879,2993.55,monsoon,tuesday,3.51,227,129.32
1990,104.43,116.14,247,644,4827.53,festival,tuesday,4.19,273,108.01
1796,137.15,144.95,454,606,1042.26,summer,thursday,3.73,462,138.43
1617,51.24,50.29,65,908,2127.0,monsoon,monday,3.88,52,52.16
1735,68.11,64.47,159,677,3458.26,monsoon,friday,3.26,148,69.42
1272,61.96,73.88,190,29,261.34,winter,monday,3.78,199,63.32
1909,160.54,167.28,286,327,590.22,monsoon,wednesday,4.18,210,161.54
1231,38.39,32.63,262,411,3390.81,festival,sunday,3.11,304,39.47
1419,123.65,116.02,153,109,1868.0,summer,thursday,4.94,143,123.91
1767,15.01,14.41,323,762,596.35,monsoon,sunday,4.51,394,15.25
1441,112.16,121.81,86,861,2304.63,summer,sunday,4.61,88,114.27
1495,17.46,6.81,152,174,870.1,winter,friday,3.47,114,16.84
1023,39.3,31.94,242,275,4704.87,winter,monday,4.06,211,40.94
1108,27.04,24.8,114,365,1795.99,festival,saturday,3.05,93,27.68
1702,72.61,76.04,446,359,3335.68,summer,thursday,3.44,534,74.61
1501,72.03,46.72,253,138,3568.87,winter,sunday,4.64,187,71.35
1858,166.15,159.19,157,28,3369.36,monsoon,tuesday,2.93,170,167.13
1024,49.01,43.73,121,654,3520.02,monsoon,sunday,4.21,144,50.24
1186,21.85,12.94,104,107,3393.77,festival,saturday,3.85,104,22.69
1287,122.68,126.36,497,590,2475.57,monsoon,monday,3.72,577,124.26
1627,139.05,125.66,318,154,4348.36,monsoon,monday,2.81,376,139.86
1337,62.49,64.51,288,619,663.08,winter,thursday,3.66,221,62.99
1877,122.55,106.2,478,703,3745.23,festival,monday,2.87,416,122.71
1913,156.33,150.8,120,629,1735.67,summer,saturday,3.19,86,156.59
1036,72.77,62.24,254,978,3774.85,monsoon,saturday,3.06,247,73.51
1793,107.44,102.49,92,276,3637.94,winter,monday,3.41,74,108.76
1136,33.59,33.81,194,58,355.05,summer,wednesday,4.87,247,33.88
1507,9.61,11.91,29,493,4347.25,winter,saturday,3.51,28,11.99
1226,196.37,192.08,384,80,3659.31,monsoon,wednesday,2.61,284,197.74
1319,63.45,67.43,40,355,1977.76,winter,saturday,3.45,42,64.82
1839,59.39,68.6,129,928,1999.81,festival,friday,4.36,106,61.29
1915,194.78,179.71,313,566,615.02,winter,saturday,4.4,283,193.59
1181,147.01,147.01,18,514,4808.47,festival,friday,3.97,14,149.41
1873,119.13,105.86,142,550,76.96,festival,saturday,4.48,103,117.86
1085,141.37,143.82,368,619,3291.02,festival,thursday,2.97,352,143.2
1466,143.44,121.39,128,134,3117.69,winter,sunday,2.58,120,142.76
1925,153.85,139.33,279,873,3465.47,summer,saturday,3.27,342,154.06
1052,18.1,19.08,381,732,2019.79,winter,tuesday,4.63,474,19.22
1859,85.5,82.85,378,918,2652.39,winter,tuesday,4.45,271,86.54
1866,62.55,74.01,176,251,1488.36,festival,thursday,2.57,177,64.39
1234,18.76,28.98,314,126,2385.64,winter,wednesday,3.64,309,20.99
1958,85.46,89.51,275,702,3199.89,festival,thursday,2.86,231,87.39
1778,125.15,132.27,169,435,1875.33,monsoon,thursday,3.07,183,126.76
1798,39.81,22.38,201,242,2715.32,monsoon,saturday,4.51,156,39.48
1432,64.48,68.2,369,144,4185.9,summer,tuesday,2.83,261,66.92
1495,129.64,120.33,335,767,1852.62,summer,wednesday,4.74,401,129.65
1998,117.97,126.4,453,719,1326.35,monsoon,friday,4.33,577,119.47
1099,174.41,166.46,420,105,3383.94,summer,tuesday,3.46,541,175.32
1989,159.29,166.78,127,263,3684.83,summer,thursday,4.11,126,161.91
1598,193.29,200.17,139,364,2629.95,monsoon,monday,3.77,166,195.3
1402,121.45,122.23,386,799,1480.89,festival,wednesday,3.25,459,122.2
1395,141.2,130.17,477,855,4369.85,winter,saturday,2.99,403,142.2
1526,172.8,161.15,349,671,3843.84,monsoon,saturday,2.58,251,173.47
1414,168.8,180.57,434,592,4045.15,monsoon,wednesday,4.19,449,172.0
1938,145.15,154.0,60,868,2721.67,monsoon,thursday,3.32,52,147.33
1612,102.55,92.8,332,373,4744.45,monsoon,sunday,3.91,412,103.96
1676,58.28,45.65,490,460,669.28,winter,monday,4.92,499,57.4
1462,176.06,168.58,454,560,3696.32,festival,wednesday,3.29,478,177.12
1540,156.45,176.69,273,49,3231.32,summer,tuesday,3.71,282,160.12
1625,168.39,178.96,271,474,3355.43,festival,thursday,4.48,252,171.15
1618,32.45,37.58,194,873,662.87,winter,sunday,2.79,244,33.2
1921,66.39,60.37,246,602,197.77,monsoon,monday,3.34,269,65.84
1363,87.85,101.71,65,37,1914.28,summer,friday,3.63,48,90.22
1129,168.48,169.92,287,594,3018.23,summer,sunday,4.09,269,170.13
1083,179.11,161.45,132,496,2581.02,festival,wednesday,3.91,161,178.63
1270,60.55,38.17,215,453,1020.83,festival,thursday,3.63,237,58.81
1243,138.85,153.82,355,720,2485.06,winter,friday,3.21,411,141.53
1387,20.17,10.59,372,220,3274.51,winter,sunday,2.75,419,20.81
1213,84.87,67.61,315,27,4598.98,festival,monday,4.8,298,85.53
1817,99.9,114.42,117,68,4669.65,winter,wednesday,4.5,139,103.76
1165,154.3,169.54,301,301,1802.43,festival,saturday,3.55,368,156.72
1790,178.93,183.01,46,170,3023.75,winter,saturday,4.26,58,180.9
1058,70.77,47.81,112,53,4830.24,winter,tuesday,2.8,132,70.87
1601,107.91,96.37,113,260,46.83,summer,saturday,4.89,140,106.85
1882,131.25,125.69,247,962,2453.65,summer,monday,2.53,233,131.8
1842,69.09,84.82,455,778,2674.27,monsoon,wednesday,2.83,391,71.91
1923,197.18,202.21,252,840,2966.53,monsoon,thursday,3.6,185,199.11
1503,175.78,166.2,294,612,2050.41,monsoon,friday,3.65,244,175.82
1705,62.8,71.73,330,657,1828.72,festival,thursday,4.45,288,64.61
1122,104.05,100.07,491,292,2359.64,monsoon,friday,3.59,441,104.83
1647,50.01,35.77,470,629,3864.09,monsoon,tuesday,4.8,556,50.55
1412,105.33,109.87,144,417,670.57,monsoon,friday,2.78,100,106.07
1138,138.25,152.31,274,605,1795.77,winter,saturday,4.78,197,140.58
1228,21.68,12.59,381,777,1643.24,summer,friday,3.49,417,21.54
1273,174.67,167.64,90,708,2055.46,summer,thursday,4.48,70,175.0
1438,120.78,112.41,351,747,3278.33,winter,wednesday,3.72,437,121.54
